start	end	text	parse_string	label
1039.8643279296875	1044.7943279296876	an outside attorney to represent the monkey Naruto in court a guy named David Schwarz	(NP (NP (DT an) (JJ outside) (NN attorney)) (SBAR (S (VP (SBAR (S (VP (TO to) (VP (VB represent) (NP (DT the) (NN monkey) (NP (NNP Naruto))) (PP (IN in) (NP (NN court))))))) (NP (NP (DT a) (NN guy)) (VP (VBN named) (S (NP (NNP David) (NNP Schwarz)))))))))	('NP',)
1039.8643279296875	1040.7443279296876	an outside attorney	(NP (DT an) (JJ outside) (NN attorney))	('NP',)
1040.7443279296876	1044.7943279296876	to represent the monkey Naruto in court a guy named David Schwarz	(SBAR (S (VP (SBAR (S (VP (TO to) (VP (VB represent) (NP (DT the) (NN monkey) (NP (NNP Naruto))) (PP (IN in) (NP (NN court))))))) (NP (NP (DT a) (NN guy)) (VP (VBN named) (S (NP (NNP David) (NNP Schwarz))))))))	('SBAR', 'S', 'VP')
1040.7443279296876	1042.9143279296875	to represent the monkey Naruto in court	(SBAR (S (VP (TO to) (VP (VB represent) (NP (DT the) (NN monkey) (NP (NNP Naruto))) (PP (IN in) (NP (NN court)))))))	('SBAR', 'S', 'VP')
1040.8743279296875	1042.9143279296875	represent the monkey Naruto in court	(VP (VB represent) (NP (DT the) (NN monkey) (NP (NNP Naruto))) (PP (IN in) (NP (NN court))))	('VP',)
1041.3743279296875	1042.2243279296877	the monkey Naruto	(NP (DT the) (NN monkey) (NP (NNP Naruto)))	('NP',)
1042.2643279296876	1042.9143279296875	in court	(PP (IN in) (NP (NN court)))	('PP',)
1043.3343279296876	1044.7943279296876	a guy named David Schwarz	(NP (NP (DT a) (NN guy)) (VP (VBN named) (S (NP (NNP David) (NNP Schwarz)))))	('NP',)
1043.3343279296876	1043.5643279296876	a guy	(NP (DT a) (NN guy))	('NP',)
1043.6043279296875	1044.7943279296876	named David Schwarz	(VP (VBN named) (S (NP (NNP David) (NNP Schwarz))))	('VP',)
1043.8043279296876	1044.7943279296876	David Schwarz	(S (NP (NNP David) (NNP Schwarz)))	('S', 'NP')
1045.2943279296876	1051.3643279296875	This guy Schwarz he comes from a fancy law firm in Los Angeles known for intellectual property law	(S (NP (DT This) (NN guy)) (VP (VBP Schwarz) (SBAR (S (NP (PRP he)) (VP (VBZ comes) (PP (IN from) (NP (NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles)))) (VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law)))))))))))	('S',)
1045.2943279296876	1045.8943279296875	This guy	(NP (DT This) (NN guy))	('NP',)
1046.0443279296876	1051.3643279296875	Schwarz he comes from a fancy law firm in Los Angeles known for intellectual property law	(VP (VBP Schwarz) (SBAR (S (NP (PRP he)) (VP (VBZ comes) (PP (IN from) (NP (NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles)))) (VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law))))))))))	('VP',)
1046.8643279296875	1051.3643279296875	he comes from a fancy law firm in Los Angeles known for intellectual property law	(SBAR (S (NP (PRP he)) (VP (VBZ comes) (PP (IN from) (NP (NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles)))) (VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law)))))))))	('SBAR', 'S')
1047.0743279296876	1051.3643279296875	comes from a fancy law firm in Los Angeles known for intellectual property law	(VP (VBZ comes) (PP (IN from) (NP (NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles)))) (VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law)))))))	('VP',)
1047.3043279296876	1051.3643279296875	from a fancy law firm in Los Angeles known for intellectual property law	(PP (IN from) (NP (NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles)))) (VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law))))))	('PP',)
1047.4843279296877	1051.3643279296875	a fancy law firm in Los Angeles known for intellectual property law	(NP (NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles)))) (VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law)))))	('NP',)
1047.4843279296877	1049.3843279296875	a fancy law firm in Los Angeles	(NP (NP (DT a) (JJ fancy) (NN law) (NN firm)) (PP (IN in) (NP (NNP Los) (NNP Angeles))))	('NP',)
1047.4843279296877	1048.3843279296875	a fancy law firm	(NP (DT a) (JJ fancy) (NN law) (NN firm))	('NP',)
1048.4243279296877	1049.3843279296875	in Los Angeles	(PP (IN in) (NP (NNP Los) (NNP Angeles)))	('PP',)
1048.5243279296876	1049.3843279296875	Los Angeles	(NP (NNP Los) (NNP Angeles))	('NP',)
1049.7843279296876	1051.3643279296875	known for intellectual property law	(VP (VBN known) (PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law))))	('VP',)
1050.0943279296876	1051.3643279296875	for intellectual property law	(PP (IN for) (NP (NML (JJ intellectual) (NN property)) (NN law)))	('PP',)
1050.2343279296877	1051.3643279296875	intellectual property law	(NP (NML (JJ intellectual) (NN property)) (NN law))	('NP',)
1050.2343279296877	1051.0443279296876	intellectual property	(NML (JJ intellectual) (NN property))	('NML',)
1052.2643279296876	1059.2143279296877	Most of his case was an intellectual property argument that Naruto was the legal owner of the copyright because he was the one who made the photo	(S (NP (NP (JJS Most)) (PP (IN of) (NP (PRP$ his) (NN case)))) (VP (VBD was) (NP (DT an) (NML (JJ intellectual) (NN property)) (NN argument) (SBAR (IN that) (S (NP (NNP Naruto)) (VP (VBD was) (NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright)))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo)))))))))))))))	('S',)
1052.2643279296876	1053.0143279296876	Most of his case	(NP (NP (JJS Most)) (PP (IN of) (NP (PRP$ his) (NN case))))	('NP',)
1052.5143279296876	1053.0143279296876	of his case	(PP (IN of) (NP (PRP$ his) (NN case)))	('PP',)
1052.5943279296876	1053.0143279296876	his case	(NP (PRP$ his) (NN case))	('NP',)
1053.0343279296876	1059.2143279296877	was an intellectual property argument that Naruto was the legal owner of the copyright because he was the one who made the photo	(VP (VBD was) (NP (DT an) (NML (JJ intellectual) (NN property)) (NN argument) (SBAR (IN that) (S (NP (NNP Naruto)) (VP (VBD was) (NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright)))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo))))))))))))))	('VP',)
1053.2243279296877	1059.2143279296877	an intellectual property argument that Naruto was the legal owner of the copyright because he was the one who made the photo	(NP (DT an) (NML (JJ intellectual) (NN property)) (NN argument) (SBAR (IN that) (S (NP (NNP Naruto)) (VP (VBD was) (NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright)))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo)))))))))))))	('NP',)
1053.3243279296876	1054.1743279296877	intellectual property	(NML (JJ intellectual) (NN property))	('NML',)
1055.2243279296877	1059.2143279296877	that Naruto was the legal owner of the copyright because he was the one who made the photo	(SBAR (IN that) (S (NP (NNP Naruto)) (VP (VBD was) (NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright)))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo))))))))))))	('SBAR',)
1055.3743279296875	1059.2143279296877	Naruto was the legal owner of the copyright because he was the one who made the photo	(S (NP (NNP Naruto)) (VP (VBD was) (NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright)))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo)))))))))))	('S',)
1055.7543279296876	1059.2143279296877	was the legal owner of the copyright because he was the one who made the photo	(VP (VBD was) (NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright)))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo))))))))))	('VP',)
1055.8943279296875	1057.3343279296876	the legal owner of the copyright	(NP (NP (DT the) (JJ legal) (NN owner)) (PP (IN of) (NP (DT the) (NN copyright))))	('NP',)
1055.8943279296875	1056.5343279296876	the legal owner	(NP (DT the) (JJ legal) (NN owner))	('NP',)
1056.5543279296876	1057.3343279296876	of the copyright	(PP (IN of) (NP (DT the) (NN copyright)))	('PP',)
1056.6343279296875	1057.3343279296876	the copyright	(NP (DT the) (NN copyright))	('NP',)
1057.4743279296877	1059.2143279296877	because he was the one who made the photo	(SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo)))))))))	('SBAR',)
1057.7943279296876	1059.2143279296877	he was the one who made the photo	(S (NP (PRP he)) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo))))))))	('S',)
1057.9043279296875	1059.2143279296877	was the one who made the photo	(VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo)))))))	('VP',)
1058.0543279296876	1059.2143279296877	the one who made the photo	(NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo))))))	('NP',)
1058.0543279296876	1058.3243279296876	the one	(NP (DT the) (NN one))	('NP',)
1058.3243279296876	1059.2143279296877	who made the photo	(SBAR (WHNP (WP who)) (S (VP (VBD made) (NP (DT the) (NN photo)))))	('SBAR',)
1058.4843279296877	1059.2143279296877	made the photo	(S (VP (VBD made) (NP (DT the) (NN photo))))	('S', 'VP')
1058.6843279296877	1059.2143279296877	the photo	(NP (DT the) (NN photo))	('NP',)
1060.4543279296877	1064.9643279296877	But PETA also saw this case as an opportunity to nudge the law and set a precedent	(S (CC But) (NP (NNP PETA)) (ADVP (RB also)) (VP (VBD saw) (NP (DT this) (NN case)) (PP (IN as) (NP (DT an) (NN opportunity) (S (VP (TO to) (VP (VP (VB nudge) (NP (DT the) (NN law))) (CC and) (VP (VB set) (NP (DT a) (NN precedent))))))))))	('S',)
1061.3243279296876	1064.9643279296877	saw this case as an opportunity to nudge the law and set a precedent	(VP (VBD saw) (NP (DT this) (NN case)) (PP (IN as) (NP (DT an) (NN opportunity) (S (VP (TO to) (VP (VP (VB nudge) (NP (DT the) (NN law))) (CC and) (VP (VB set) (NP (DT a) (NN precedent)))))))))	('VP',)
1061.4943279296876	1062.0043279296876	this case	(NP (DT this) (NN case))	('NP',)
1062.0443279296876	1064.9643279296877	as an opportunity to nudge the law and set a precedent	(PP (IN as) (NP (DT an) (NN opportunity) (S (VP (TO to) (VP (VP (VB nudge) (NP (DT the) (NN law))) (CC and) (VP (VB set) (NP (DT a) (NN precedent))))))))	('PP',)
1062.1743279296877	1064.9643279296877	an opportunity to nudge the law and set a precedent	(NP (DT an) (NN opportunity) (S (VP (TO to) (VP (VP (VB nudge) (NP (DT the) (NN law))) (CC and) (VP (VB set) (NP (DT a) (NN precedent)))))))	('NP',)
1062.9643279296877	1064.9643279296877	to nudge the law and set a precedent	(S (VP (TO to) (VP (VP (VB nudge) (NP (DT the) (NN law))) (CC and) (VP (VB set) (NP (DT a) (NN precedent))))))	('S', 'VP')
1063.1443279296875	1064.9643279296877	nudge the law and set a precedent	(VP (VP (VB nudge) (NP (DT the) (NN law))) (CC and) (VP (VB set) (NP (DT a) (NN precedent))))	('VP',)
1063.1443279296875	1063.8943279296875	nudge the law	(VP (VB nudge) (NP (DT the) (NN law)))	('VP',)
1063.4343279296877	1063.8943279296875	the law	(NP (DT the) (NN law))	('NP',)
1064.1143279296875	1064.9643279296877	set a precedent	(VP (VB set) (NP (DT a) (NN precedent)))	('VP',)
1064.3043279296876	1064.9643279296877	a precedent	(NP (DT a) (NN precedent))	('NP',)
1065.6543279296875	1068.0243279296876	They disagreed with the ruling in the cetacean case	(S (NP (PRP They)) (VP (VBD disagreed) (PP (IN with) (NP (NP (DT the) (NN ruling)) (PP (IN in) (NP (DT the) (NN cetacean) (NN case)))))))	('S',)
1065.8043279296876	1068.0243279296876	disagreed with the ruling in the cetacean case	(VP (VBD disagreed) (PP (IN with) (NP (NP (DT the) (NN ruling)) (PP (IN in) (NP (DT the) (NN cetacean) (NN case))))))	('VP',)
1066.3643279296875	1068.0243279296876	with the ruling in the cetacean case	(PP (IN with) (NP (NP (DT the) (NN ruling)) (PP (IN in) (NP (DT the) (NN cetacean) (NN case)))))	('PP',)
1066.4943279296876	1068.0243279296876	the ruling in the cetacean case	(NP (NP (DT the) (NN ruling)) (PP (IN in) (NP (DT the) (NN cetacean) (NN case))))	('NP',)
1066.4943279296876	1066.8343279296876	the ruling	(NP (DT the) (NN ruling))	('NP',)
1066.8543279296875	1068.0243279296876	in the cetacean case	(PP (IN in) (NP (DT the) (NN cetacean) (NN case)))	('PP',)
1066.9343279296877	1068.0243279296876	the cetacean case	(NP (DT the) (NN cetacean) (NN case))	('NP',)
1069.0443279296876	1075.6654279296877	They believe animals should have recourse in court Calling civil matter fifteen dash four three two four	(S (NP (PRP They)) (VP (VBP believe) (SBAR (S (NP (NNS animals)) (MD should) (VP (VB have) (NP (NP (NN recourse)) (PP (PP (IN in) (NP (NN court))) (VBG Calling) (NP (JJ civil) (NN matter)))) (S (NP (NP (CD fifteen) (NN dash)) (CD four) (CD three) (CD two) (CD four))))))))	('S',)
1069.2243279296877	1075.6654279296877	believe animals should have recourse in court Calling civil matter fifteen dash four three two four	(VP (VBP believe) (SBAR (S (NP (NNS animals)) (MD should) (VP (VB have) (NP (NP (NN recourse)) (PP (PP (IN in) (NP (NN court))) (VBG Calling) (NP (JJ civil) (NN matter)))) (S (NP (NP (CD fifteen) (NN dash)) (CD four) (CD three) (CD two) (CD four)))))))	('VP',)
1069.8943279296875	1075.6654279296877	animals should have recourse in court Calling civil matter fifteen dash four three two four	(SBAR (S (NP (NNS animals)) (MD should) (VP (VB have) (NP (NP (NN recourse)) (PP (PP (IN in) (NP (NN court))) (VBG Calling) (NP (JJ civil) (NN matter)))) (S (NP (NP (CD fifteen) (NN dash)) (CD four) (CD three) (CD two) (CD four))))))	('SBAR', 'S')
1070.6443279296875	1075.6654279296877	have recourse in court Calling civil matter fifteen dash four three two four	(VP (VB have) (NP (NP (NN recourse)) (PP (PP (IN in) (NP (NN court))) (VBG Calling) (NP (JJ civil) (NN matter)))) (S (NP (NP (CD fifteen) (NN dash)) (CD four) (CD three) (CD two) (CD four))))	('VP',)
1070.8243279296876	1073.0454279296875	recourse in court Calling civil matter	(NP (NP (NN recourse)) (PP (PP (IN in) (NP (NN court))) (VBG Calling) (NP (JJ civil) (NN matter))))	('NP',)
1071.2743279296876	1073.0454279296875	in court Calling civil matter	(PP (PP (IN in) (NP (NN court))) (VBG Calling) (NP (JJ civil) (NN matter)))	('PP',)
1071.2743279296876	1071.6843279296877	in court	(PP (IN in) (NP (NN court)))	('PP',)
1072.4354279296876	1073.0454279296875	civil matter	(NP (JJ civil) (NN matter))	('NP',)
1073.0954279296875	1075.6654279296877	fifteen dash four three two four	(S (NP (NP (CD fifteen) (NN dash)) (CD four) (CD three) (CD two) (CD four)))	('S', 'NP')
1073.0954279296875	1074.1654279296877	fifteen dash	(NP (CD fifteen) (NN dash))	('NP',)
1075.9354279296876	1078.5154279296876	Naruto versus David John Slater et al	(NP (NP (NNP Naruto)) (IN versus) (NP (NNP David) (NNP John) (NNP Slater) (FW et) (RB al)))	('NP',)
1077.0554279296875	1078.5154279296876	David John Slater et al	(NP (NNP David) (NNP John) (NNP Slater) (FW et) (RB al))	('NP',)
1078.6054279296875	1080.8854279296877	Counsel please come forward and state your appearance	(S (NP (NN Counsel)) (VP (RB please) (VP (VP (VB come) (ADVP (RB forward))) (CC and) (VP (VB state) (NP (PRP$ your) (NN appearance))))))	('S',)
1078.9754279296876	1080.8854279296877	please come forward and state your appearance	(VP (RB please) (VP (VP (VB come) (ADVP (RB forward))) (CC and) (VP (VB state) (NP (PRP$ your) (NN appearance)))))	('VP',)
1079.2454279296876	1080.8854279296877	come forward and state your appearance	(VP (VP (VB come) (ADVP (RB forward))) (CC and) (VP (VB state) (NP (PRP$ your) (NN appearance))))	('VP',)
1079.2454279296876	1079.7054279296876	come forward	(VP (VB come) (ADVP (RB forward)))	('VP',)
1079.9454279296876	1080.8854279296877	state your appearance	(VP (VB state) (NP (PRP$ your) (NN appearance)))	('VP',)
1080.2454279296876	1080.8854279296877	your appearance	(NP (PRP$ your) (NN appearance))	('NP',)
1081.5363279296876	1082.1563279296877	Good afternoon	(NP (JJ Good) (NN afternoon))	('NP',)
1081.5139279296875	1086.7139279296875	This is a recording from the hearing in the federal district court in San Francisco of unanticipated	(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT a) (NN recording)) (PP (IN from) (NP (NP (DT the) (NN hearing)) (PP (IN in) (NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco))))) (PP (IN of) (NP (JJ unanticipated))))))))	('S',)
1081.6639279296876	1086.7139279296875	is a recording from the hearing in the federal district court in San Francisco of unanticipated	(VP (VBZ is) (NP (NP (DT a) (NN recording)) (PP (IN from) (NP (NP (DT the) (NN hearing)) (PP (IN in) (NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco))))) (PP (IN of) (NP (JJ unanticipated)))))))	('VP',)
1081.7839279296877	1086.7139279296875	a recording from the hearing in the federal district court in San Francisco of unanticipated	(NP (NP (DT a) (NN recording)) (PP (IN from) (NP (NP (DT the) (NN hearing)) (PP (IN in) (NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco))))) (PP (IN of) (NP (JJ unanticipated))))))	('NP',)
1081.7839279296877	1082.3339279296877	a recording	(NP (DT a) (NN recording))	('NP',)
1082.3939279296876	1086.7139279296875	from the hearing in the federal district court in San Francisco of unanticipated	(PP (IN from) (NP (NP (DT the) (NN hearing)) (PP (IN in) (NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco))))) (PP (IN of) (NP (JJ unanticipated)))))	('PP',)
1082.5539279296877	1086.7139279296875	the hearing in the federal district court in San Francisco of unanticipated	(NP (NP (DT the) (NN hearing)) (PP (IN in) (NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco))))) (PP (IN of) (NP (JJ unanticipated))))	('NP',)
1082.5539279296877	1082.9939279296875	the hearing	(NP (DT the) (NN hearing))	('NP',)
1083.0339279296877	1085.1539279296876	in the federal district court in San Francisco	(PP (IN in) (NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco)))))	('PP',)
1083.1539279296876	1085.1539279296876	the federal district court in San Francisco	(NP (NP (DT the) (JJ federal) (JJ district) (NN court)) (PP (IN in) (NP (NNP San) (NNP Francisco))))	('NP',)
1083.1539279296876	1084.1939279296876	the federal district court	(NP (DT the) (JJ federal) (JJ district) (NN court))	('NP',)
1084.2139279296875	1085.1539279296876	in San Francisco	(PP (IN in) (NP (NNP San) (NNP Francisco)))	('PP',)
1084.2739279296875	1085.1539279296876	San Francisco	(NP (NNP San) (NNP Francisco))	('NP',)
1085.3239279296877	1086.7139279296875	of unanticipated	(PP (IN of) (NP (JJ unanticipated)))	('PP',)
1085.9739279296875	1090.4139279296876	The judge asked Schwarz if he has an example of an animal ever being granted a copyright	(S (NP (DT The) (NN judge)) (VP (VBD asked) (NP (NNP Schwarz)) (SBAR (IN if) (S (NP (PRP he)) (VP (VBZ has) (NP (NP (DT an) (NN example)) (PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright))))))))))))	('S',)
1085.9739279296875	1086.3039279296877	The judge	(NP (DT The) (NN judge))	('NP',)
1086.3839279296876	1090.4139279296876	asked Schwarz if he has an example of an animal ever being granted a copyright	(VP (VBD asked) (NP (NNP Schwarz)) (SBAR (IN if) (S (NP (PRP he)) (VP (VBZ has) (NP (NP (DT an) (NN example)) (PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright)))))))))))	('VP',)
1087.2139279296875	1090.4139279296876	if he has an example of an animal ever being granted a copyright	(SBAR (IN if) (S (NP (PRP he)) (VP (VBZ has) (NP (NP (DT an) (NN example)) (PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright))))))))))	('SBAR',)
1087.3339279296877	1090.4139279296876	he has an example of an animal ever being granted a copyright	(S (NP (PRP he)) (VP (VBZ has) (NP (NP (DT an) (NN example)) (PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright)))))))))	('S',)
1087.4639279296875	1090.4139279296876	has an example of an animal ever being granted a copyright	(VP (VBZ has) (NP (NP (DT an) (NN example)) (PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright))))))))	('VP',)
1087.6039279296876	1090.4139279296876	an example of an animal ever being granted a copyright	(NP (NP (DT an) (NN example)) (PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright)))))))	('NP',)
1087.6039279296876	1088.3439279296877	an example	(NP (DT an) (NN example))	('NP',)
1088.3839279296876	1090.4139279296876	of an animal ever being granted a copyright	(PP (IN of) (S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright))))))	('PP',)
1088.5239279296875	1090.4139279296876	an animal ever being granted a copyright	(S (NP (DT an) (NN animal)) (ADVP (RB ever)) (VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright)))))	('S',)
1088.5239279296875	1088.9639279296875	an animal	(NP (DT an) (NN animal))	('NP',)
1089.1839279296876	1090.4139279296876	being granted a copyright	(VP (VBG being) (VP (VBN granted) (NP (DT a) (NN copyright))))	('VP',)
1089.4339279296876	1090.4139279296876	granted a copyright	(VP (VBN granted) (NP (DT a) (NN copyright)))	('VP',)
1089.7839279296877	1090.4139279296876	a copyright	(NP (DT a) (NN copyright))	('NP',)
1090.6338279296876	1094.8638279296877	In that vast history of common law prior to the Copyright Act was there	(SINV (PP (IN In) (NP (NP (DT that) (JJ vast) (NN history)) (PP (IN of) (NP (JJ common) (NN law))) (PP (JJ prior) (PP (IN to) (NP (DT the) (NNP Copyright) (NNP Act)))))) (VP (VBD was)) (NP (EX there)))	('SINV',)
1090.6338279296876	1094.1838279296876	In that vast history of common law prior to the Copyright Act	(PP (IN In) (NP (NP (DT that) (JJ vast) (NN history)) (PP (IN of) (NP (JJ common) (NN law))) (PP (JJ prior) (PP (IN to) (NP (DT the) (NNP Copyright) (NNP Act))))))	('PP',)
1090.7538279296875	1094.1838279296876	that vast history of common law prior to the Copyright Act	(NP (NP (DT that) (JJ vast) (NN history)) (PP (IN of) (NP (JJ common) (NN law))) (PP (JJ prior) (PP (IN to) (NP (DT the) (NNP Copyright) (NNP Act)))))	('NP',)
1090.7538279296875	1091.8338279296877	that vast history	(NP (DT that) (JJ vast) (NN history))	('NP',)
1091.8938279296876	1092.7838279296875	of common law	(PP (IN of) (NP (JJ common) (NN law)))	('PP',)
1091.9838279296875	1092.7838279296875	common law	(NP (JJ common) (NN law))	('NP',)
1092.7838279296875	1094.1838279296876	prior to the Copyright Act	(PP (JJ prior) (PP (IN to) (NP (DT the) (NNP Copyright) (NNP Act))))	('PP',)
1093.1038279296877	1094.1838279296876	to the Copyright Act	(PP (IN to) (NP (DT the) (NNP Copyright) (NNP Act)))	('PP',)
1093.2138279296876	1094.1838279296876	the Copyright Act	(NP (DT the) (NNP Copyright) (NNP Act))	('NP',)
1095.0438279296875	1099.7138279296876	do you have an example of where an animal was granted a copyright	(SQ (VBP do) (NP (PRP you)) (VP (VB have) (NP (NP (DT an) (NN example)) (PP (IN of) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))))))))	('SQ',)
1095.2038279296876	1099.7138279296876	have an example of where an animal was granted a copyright	(VP (VB have) (NP (NP (DT an) (NN example)) (PP (IN of) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright)))))))))	('VP',)
1095.3238279296877	1099.7138279296876	an example of where an animal was granted a copyright	(NP (NP (DT an) (NN example)) (PP (IN of) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))))))	('NP',)
1095.3238279296877	1096.0738279296877	an example	(NP (DT an) (NN example))	('NP',)
1096.1738279296876	1099.7138279296876	of where an animal was granted a copyright	(PP (IN of) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright)))))))	('PP',)
1096.8338279296877	1099.7138279296876	where an animal was granted a copyright	(SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))))	('SBAR',)
1097.1638279296876	1099.7138279296876	an animal was granted a copyright	(S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright)))))	('S',)
1097.1638279296876	1097.8138279296877	an animal	(NP (DT an) (NN animal))	('NP',)
1097.8138279296877	1099.7138279296876	was granted a copyright	(VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))	('VP',)
1098.5638279296877	1099.7138279296876	granted a copyright	(VP (VBN granted) (NP (DT a) (NN copyright)))	('VP',)
1098.8838279296876	1099.7138279296876	a copyright	(NP (DT a) (NN copyright))	('NP',)
1099.8624279296876	1103.6224279296875	I I do not have an example where an animal was granted a copyright	(S (NP (NP (PRP I)) (NP (PRP I))) (VP (VBP do) (RB not) (VP (VB have) (NP (NP (DT an) (NN example)) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))))))))	('S',)
1099.8624279296876	1100.1924279296877	I I	(NP (NP (PRP I)) (NP (PRP I)))	('NP',)
